Invoice_Number,BOL_Number,Carrier,Invoice_Date,Invoice_Currency,Billed_Weight_KG,Billed_Base_Rate,Billed_Fuel_Surcharge,Billed_Demurrage_Amount,Billed_Detention_Amount,Billed_Total_Amount
INV-2026-6179,BOL202601179,COSCO,2026-03-10,EUR,25320.8,1770.0,126.0,0.0,320.0,2216.0
INV-2026-6180,BOL202601180,Maersk,2026-04-24,USD,21773.0,2499.0,299.88,100.0,0.0,2898.88
INV-2026-6181,BOL202601181,COSCO,2026-06-06,USD,27901.7,1448.0,300.0,50.0,120.0,1918.0
INV-2026-6182,BOL202601182,COSCO,2026-02-24,EUR,13121.2,823.0,209.0,550.0,280.0,1862.0
INV-2026-6183,BOL202601183,MSC,2026-06-15,USD,22749.1,2901.0,290.1,550.0,320.0,4061.1
INV-2026-6184,BOL202601184,MSC,2026-06-24,VND,17140.6,2299.0,275.88,100.0,240.0,2914.88
INV-2026-6185,BOL202601185,MSC,2026-06-15,VND,12726.9,2286.0,251.0,550.0,0.0,3087.0
INV-2026-6186,BOL202601186,Maersk,2026-03-02,EUR,10467.5,2443.0,183.0,650.0,80.0,3356.0
INV-2026-6187,BOL202601187,CMA CGM,2026-04-07,USD,20654.9,811.0,81.1,0.0,320.0,1212.1
INV-2026-6188,BOL202601188,MSC,2026-03-11,USD,24908.5,1016.0,279.0,0.0,240.0,1535.0
INV-2026-6189,BOL202601189,ONE,2026-04-27,USD,21887.5,618.0,92.7,150.0,240.0,1100.7
INV-2026-6190,BOL202601190,COSCO,2026-06-25,EUR,13576.8,1770.0,126.0,50.0,0.0,1946.0
INV-2026-6191,BOL202601191,ONE,2026-02-19,VND,19475.2,79919000.0,4924500.0,8575000.0,0.0,93418500.0
INV-2026-6192,BOL202601192,CMA CGM,2026-06-24,EUR,15014.0,2285.0,228.5,200.0,360.0,3073.5
INV-2026-6193,BOL202601193,Maersk,2026-02-03,USD,23553.9,2593.0,163.0,100.0,160.0,3016.0
INV-2026-6194,BOL202601194,COSCO,2026-02-28,USD,10147.0,1978.0,237.36,100.0,0.0,2315.36
INV-2026-6195,BOL202601195,Evergreen,2026-04-11,VND,17292.6,927.0,92.7,50.0,0.0,1069.7
INV-2026-6196,BOL202601196,MSC,2026-02-06,USD,25845.4,1086.0,137.0,50.0,360.0,1633.0
INV-2026-6197,BOL202601197,COSCO,2026-06-28,EUR,13451.3,1630.0,260.0,550.0,80.0,2520.0
INV-2026-6198,BOL202601198,ONE,2026-02-15,USD,21468.3,2579.0,120.0,650.0,0.0,3349.0
INV-2026-6199,BOL202601199,ONE,2026-02-06,USD,21638.3,688.0,134.0,550.0,240.0,1612.0
INV-2026-6200,BOL202601200,Maersk,2026-03-01,USD,15398.6,2629.0,315.48,100.0,120.0,3164.48
INV-2026-6179-DUP,BOL202601179,COSCO,2026-03-11,EUR,25320.8,1770.0,126.0,0.0,320.0,2216.0
INV-2026-5866-DUP,BOL202600866,COSCO,2026-04-28,EUR,10450.4,823.0,209.0,0.0,40.0,1072.0
INV-2026-5102-DUP,BOL202600102,ONE,2026-05-11,EUR,22399.6,2838.0,283.8,550.0,280.0,3951.8
INV-2026-5440-DUP,BOL202600440,Evergreen,2026-06-07,USD,13372.5,3043.0,293.0,650.0,40.0,4026.0
INV-2026-5059-DUP,BOL202600059,Evergreen,2026-04-07,EUR,18209.4,1969.0,270.0,450.0,0.0,2689.0
INV-2026-6121-DUP,BOL202601121,CMA CGM,2026-05-16,USD,14466.3,627.0,62.7,0.0,0.0,689.7
INV-2026-5324-DUP,BOL202600324,CMA CGM,2026-05-31,USD,20211.1,627.0,62.7,200.0,0.0,889.7
INV-2026-5975-DUP,BOL202600975,Maersk,2026-02-21,EUR,19754.5,2811.0,337.32,750.0,160.0,4058.32
INV-2026-5412-DUP,BOL202600412,CMA CGM,2026-06-22,USD,17208.1,1505.0,180.6,200.0,240.0,2125.6
INV-2026-5856-DUP,BOL202600856,CMA CGM,2026-04-07,USD,11728.6,1488.0,245.0,200.0,240.0,2173.0
INV-2026-5821-DUP,BOL202600821,ONE,2026-04-16,USD,21837.7,3262.0,201.0,0.0,0.0,3463.0
INV-2026-5045-DUP,BOL202600045,COSCO,2026-03-25,EUR,10025.0,959.0,296.0,0.0,200.0,1455.0
INV-2026-5050-DUP,BOL202600050,MSC,2026-03-19,USD,17656.5,2911.0,124.0,650.0,120.0,3805.0
INV-2026-5850-DUP,BOL202600850,CMA CGM,2026-05-31,EUR,25979.6,1589.0,184.0,450.0,0.0,2223.0
INV-2026-5241-DUP,BOL202600241,ONE,2026-04-14,USD,11459.2,2579.0,120.0,0.0,0.0,2699.0
INV-2026-5171-DUP,BOL202600171,CMA CGM,2026-05-19,USD,25843.7,2709.0,325.08,50.0,320.0,3404.08
INV-2026-5524-DUP,BOL202600524,COSCO,2026-05-05,USD,12878.2,792.0,79.2,200.0,240.0,1311.2
INV-2026-5766-DUP,BOL202600766,Evergreen,2026-05-19,USD,10839.3,2504.0,191.0,0.0,0.0,2695.0
INV-2026-5839-DUP,BOL202600839,Evergreen,2026-06-08,USD,22688.9,3152.0,472.8,200.0,0.0,3824.8
INV-2026-5424-DUP,BOL202600424,COSCO,2026-02-10,EUR,11639.7,1920.0,126.0,550.0,240.0,2836.0
INV-2026-5381-DUP,BOL202600381,MSC,2026-01-31,USD,13429.4,1019.0,254.0,50.0,280.0,1603.0
INV-2026-5610-DUP,BOL202600610,CMA CGM,2026-02-26,VND,24496.6,47089000.0,7080500.0,0.0,1960000.0,56129500.0
INV-2026-5677-DUP,BOL202600677,MSC,2026-04-03,EUR,11831.4,2299.0,275.88,150.0,160.0,2884.88
INV-2026-5345-DUP,BOL202600345,CMA CGM,2026-01-31,EUR,23326.9,1446.0,289.0,0.0,0.0,1735.0
INV-2026-5110-DUP,BOL202600110,MSC,2026-04-09,USD,23247.2,2901.0,290.1,650.0,240.0,4081.1
